time,x,y,vx,vy,dist,c,valid,screen_width,screen_height
76189.37999999999,301,-663,996,476,1860,0,0,5120,2880
76240.54,-786,-970,996,476,794,0,0,5120,2880
76285.3,0,-1133,996,476,1596,0,0,5120,2880
76335.42,-342,-1177,996,476,1278,0,0,5120,2880
76380.9,277,-906,996,476,1837,0,0,5120,2880
76424.95999999999,-622,-795,996,476,934,0,0,5120,2880
76472.31999999999,124,-176,996,476,1783,0,0,5120,2880
76519.72,-821,-823,996,476,736,0,0,5120,2880
76567.28,-167,-864,996,476,1391,0,0,5120,2880
76615.68,645,-568,996,476,2210,0,0,5120,2880
76661.26,-247,-1382,996,476,1442,0,0,5120,2880
76707.8,144,-1049,996,476,1721,0,0,5120,2880
76752.94,67,-873,996,476,1625,0,0,5120,2880
76806.95999999999,-343,-1567,996,476,1448,0,0,5120,2880
76854.12,-244,-702,996,476,1314,0,0,5120,2880
76898.01999999999,473,-433,996,476,2057,0,0,5120,2880
76942.31999999999,1,-821,996,476,1557,0,0,5120,2880
76985.18,388,-718,996,476,1944,0,0,5120,2880
77028.95999999999,-695,-834,996,476,862,0,0,5120,2880
77072.36,-965,-1420,996,476,874,0,0,5120,2880
77120.04,-472,-1128,996,476,1139,0,0,5120,2880
77168.4,-812,-1011,996,476,780,0,0,5120,2880
77216.98,-549,-875,996,476,1011,0,0,5120,2880
77263.66,138,-817,996,476,1694,0,0,5120,2880
77309.94,-425,-1098,996,476,1175,0,0,5120,2880
77364.44,170,-751,996,476,1726,0,0,5120,2880
77421.23999999999,-1758,-1072,996,476,358,0,0,5120,2880
77477.92,-433,-1038,996,476,1153,0,0,5120,2880
77531.14,-1033,-901,996,476,537,0,0,5120,2880
77583.7,-455,-824,996,476,1102,0,0,5120,2880
77635,-654,-727,996,476,903,0,0,5120,2880
77683.86,-1049,-319,996,476,682,0,0,5120,2880
77728.7,-1274,-625,996,476,319,0,0,5120,2880
77777.18,-1276,-1217,996,476,522,0,0,5120,2880
77824.66,-804,-922,996,476,766,0,0,5120,2880
77869.64,-798,-975,996,476,783,0,0,5120,2880
77917.72,-1358,-735,996,476,202,0,0,5120,2880
77967.44,-729,-635,996,476,838,0,0,5120,2880
78018.18,-1322,-208,996,476,614,0,0,5120,2880
78060.87999999999,-940,-1373,996,476,857,0,0,5120,2880
78166.54,-1737,-1633,996,476,875,0,0,5120,2880
78210.66,-498,-598,996,476,1072,0,0,5120,2880
78254.78,-1040,-374,996,476,654,0,0,5120,2880
78301.44,-317,16,996,476,1470,0,0,5120,2880
78349.12,-726,-415,996,476,905,0,0,5120,2880
78402.22,-982,-1095,996,476,656,0,0,5120,2880
78447.22,51,-5,996,476,1782,0,0,5120,2880
78493.14,736,-624,996,476,2297,0,0,5120,2880
78539.8,-347,-744,996,476,1209,0,0,5120,2880
78590.94,-40,-121,996,476,1651,0,0,5120,2880
78648.76,115,-232,996,476,1757,0,0,5120,2880
78700.78,-1840,-1300,996,476,596,0,0,5120,2880
78753.84,-1524,-1323,996,476,547,0,0,5120,2880
78802.59999999999,-1101,-451,996,476,559,0,0,5120,2880
78849.98,200,-279,996,476,1824,0,0,5120,2880
78896.36,-1409,-457,996,476,351,0,0,5120,2880
78943.36,249,-526,996,476,1822,0,0,5120,2880
78988.86,73,-1126,996,476,1666,0,0,5120,2880
79036.45999999999,813,-1181,996,476,2403,0,0,5120,2880
79088.86,1139,-553,996,476,2704,0,0,5120,2880
79136.8,805,-699,996,476,2362,0,0,5120,2880
79185.95999999999,-735,-744,996,476,821,0,0,5120,2880
79234.37999999999,403,-650,996,476,1963,0,0,5120,2880
79283.68,867,-1227,996,476,2464,0,0,5120,2880
79336.64,532,-778,996,476,2088,0,0,5120,2880
79423.23999999999,772,-864,996,476,2329,0,0,5120,2880
79489.34,751,-413,996,476,2335,0,0,5120,2880
79543.44,1073,-558,996,476,2638,0,0,5120,2880
79589.58,1422,-520,996,476,2988,0,0,5120,2880
79640.04,1506,-845,996,476,3062,0,0,5120,2880
79685.94,-214,-643,996,476,1348,0,0,5120,2880
79733.51999999999,760,-1044,996,476,2331,0,0,5120,2880
79783,709,-1027,996,476,2278,0,0,5120,2880
79830.76,1224,-1236,996,476,2817,0,0,5120,2880
79876.72,1387,-873,996,476,2944,0,0,5120,2880
79924.95999999999,864,-944,996,476,2425,0,0,5120,2880
79976.01999999999,475,-819,996,476,2031,0,0,5120,2880
80018.7,192,-359,996,476,1797,0,0,5120,2880
80063.04,31,-931,996,476,1594,0,0,5120,2880
80111.08,716,-256,996,476,2330,0,0,5120,2880
80159.3,-741,-842,996,476,817,0,0,5120,2880
80206.5,-1534,-1093,996,476,317,0,0,5120,2880
80254.87999999999,332,-537,996,476,1903,0,0,5120,2880
80302.64,865,-1061,996,476,2437,0,0,5120,2880
80351.3,493,-1094,996,476,2073,0,0,5120,2880
80398.36,-236,-911,996,476,1326,0,0,5120,2880
80447.44,2265,-139,996,476,3873,0,0,5120,2880
80496.78,-424,-708,996,476,1134,0,0,5120,2880
80552.45999999999,-914,-1016,996,476,685,0,0,5120,2880
80600.28,313,-1190,996,476,1914,0,0,5120,2880
80648.18,266,-750,996,476,1822,0,0,5120,2880
80693.62,338,-1339,996,476,1975,0,0,5120,2880
80738.12,788,-560,996,476,2353,0,0,5120,2880
80790.95999999999,1464,142,996,476,3156,0,0,5120,2880
80838.34,17,-217,996,476,1669,0,0,5120,2880
80882.51999999999,80,-959,996,476,1646,0,0,5120,2880
80930.78,-797,-1310,996,476,928,0,0,5120,2880
80978.68,-1262,-1704,996,476,973,0,0,5120,2880
81025.9,-565,-1016,996,476,1019,0,0,5120,2880
81074.94,-710,-937,996,476,861,0,0,5120,2880
81128.36,-837,-728,996,476,720,0,0,5120,2880
81170.95999999999,-1167,-580,996,476,435,0,0,5120,2880
81216.08,22,-730,996,476,1578,0,0,5120,2880
81259.28,-582,-924,996,476,985,0,0,5120,2880
81304.3,1015,-64,996,476,2667,0,0,5120,2880
81349.31999999999,-638,-801,996,476,918,0,0,5120,2880
81392.34,-1109,-971,996,476,487,0,0,5120,2880
81435.7,-856,-1041,996,476,748,0,0,5120,2880
81480.2,-1199,-622,996,476,388,0,0,5120,2880
81528.34,-339,-1049,996,476,1247,0,0,5120,2880
81576.3,-1205,13,996,476,863,0,0,5120,2880
81624.8,-5,-453,996,476,1584,0,0,5120,2880
81678.04,375,-446,996,476,1958,0,0,5120,2880
81730.31999999999,1300,-67,996,476,2942,0,0,5120,2880
81781.09999999999,1606,21,996,476,3260,0,0,5120,2880
81827.16,868,-841,996,476,2424,0,0,5120,2880
81875.08,-27,-705,996,476,1530,0,0,5120,2880
81923.4,633,-638,996,476,2193,0,0,5120,2880
81970.36,738,-598,996,476,2300,0,0,5120,2880
82022.62,-318,-604,996,476,1249,0,0,5120,2880
82068.01999999999,526,-971,996,476,2091,0,0,5120,2880
82114.34,95,-586,996,476,1661,0,0,5120,2880
82162.54,-27,-965,996,476,1540,0,0,5120,2880
82208.22,-615,-619,996,476,954,0,0,5120,2880
82252.34,-576,-1048,996,476,1017,0,0,5120,2880
82301.06,-836,-250,996,476,891,0,0,5120,2880
82345.3,-1397,-328,996,476,475,0,0,5120,2880
82390.5,24,-882,996,476,1583,0,0,5120,2880
82435.87999999999,-358,-697,996,476,1200,0,0,5120,2880
82481.45999999999,-525,151,996,476,1386,0,0,5120,2880
82526.2,526,-544,996,476,2094,0,0,5120,2880
82573.62,-418,-360,996,476,1211,0,0,5120,2880
82619.34,-297,-723,996,476,1260,0,0,5120,2880
82662.68,-1627,28,996,476,807,0,0,5120,2880
82709.22,19,-987,996,476,1589,0,0,5120,2880
82756.54,439,-60,996,476,2119,0,0,5120,2880
82807.23999999999,123,-638,996,476,1684,0,0,5120,2880
82861.09999999999,766,-262,996,476,2378,0,0,5120,2880
82909.4,338,-902,996,476,1898,0,0,5120,2880
82955.86,1205,35,996,476,2877,0,0,5120,2880
83001.92,680,-760,996,476,2236,0,0,5120,2880
83046.2,480,-1017,996,476,2050,0,0,5120,2880
83093.01999999999,811,-161,996,476,2445,0,0,5120,2880
83139.5,-10,-1512,996,476,1712,0,0,5120,2880
83188.98,-886,-1596,996,476,1058,0,0,5120,2880
83233.5,-1237,-1136,996,476,481,0,0,5120,2880
83278,-534,-274,996,476,1138,0,0,5120,2880
83363.66,-415,-751,996,476,1141,0,0,5120,2880
83412.64,496,-421,996,476,2082,0,0,5120,2880
83466.8,-779,-466,996,476,836,0,0,5120,2880
83535.92,-1298,-911,996,476,291,0,0,5120,2880
83587.68,-1528,-142,996,476,634,0,0,5120,2880
83643.86,886,-816,996,476,2442,0,0,5120,2880
83721.28,743,-138,996,476,2385,0,0,5120,2880
83765.76,-515,-1110,996,476,1093,0,0,5120,2880
83815.3,664,-511,996,476,2235,0,0,5120,2880
83906.2,-304,-792,996,476,1252,0,0,5120,2880
83956.66,237,276,996,476,2078,0,0,5120,2880
83999.22,-641,-1331,996,476,1070,0,0,5120,2880
84086.95999999999,790,-379,996,476,2379,0,0,5120,2880
84134.01999999999,-278,-1159,996,476,1334,0,0,5120,2880
84188.28,443,-119,996,476,2104,0,0,5120,2880
84252.34,506,-363,996,476,2102,0,0,5120,2880
84297.09999999999,763,-453,996,476,2341,0,0,5120,2880
84344.95999999999,-714,-957,996,476,861,0,0,5120,2880
84431.01999999999,-41,-292,996,476,1590,0,0,5120,2880
84473.66,155,-1069,996,476,1735,0,0,5120,2880
84517.36,-240,-507,996,476,1343,0,0,5120,2880
84560.01999999999,240,-22,996,476,1947,0,0,5120,2880
84609.31999999999,1773,-390,996,476,3351,0,0,5120,2880
84657.5,1062,-123,996,476,2698,0,0,5120,2880
84708.95999999999,776,-706,996,476,2333,0,0,5120,2880
84753.9,786,48,996,476,2482,0,0,5120,2880
84804.72,152,-972,996,476,1719,0,0,5120,2880
84851.81999999999,-75,-369,996,476,1535,0,0,5120,2880
84896.48,1308,-813,996,476,2864,0,0,5120,2880
85000.98,1978,-186,996,476,3582,0,0,5120,2880
85048.73999999999,-2,-857,996,476,1556,0,0,5120,2880
85096.84,-439,-206,996,476,1254,0,0,5120,2880
85144.08,71,-582,996,476,1638,0,0,5120,2880
85190.26,-176,-514,996,476,1404,0,0,5120,2880
85232.95999999999,-435,-781,996,476,1121,0,0,5120,2880
85275.59999999999,-396,-499,996,476,1192,0,0,5120,2880
85319.01999999999,51,-790,996,476,1607,0,0,5120,2880
85361.51999999999,-1197,-975,996,476,410,0,0,5120,2880
85405.51999999999,990,-689,996,476,2547,0,0,5120,2880
85449.66,-871,-1107,996,476,760,0,0,5120,2880
85494.22,147,-193,996,476,1800,0,0,5120,2880
85546.26,-7,-950,996,476,1558,0,0,5120,2880
85588.7,-397,-1469,996,476,1350,0,0,5120,2880
85635.76,-16,-651,996,476,1545,0,0,5120,2880
85682.86,-989,-1205,996,476,711,0,0,5120,2880
85730.04,-1834,-803,996,476,279,0,0,5120,2880
85772.94,-565,-905,996,476,999,0,0,5120,2880
85819.06,-1724,-1239,996,476,492,0,0,5120,2880
85864.26,-656,459,996,476,1528,0,0,5120,2880
85908.8,12,-458,996,476,1599,0,0,5120,2880
85953.31999999999,135,-44,996,476,1842,0,0,5120,2880
85997.45999999999,-71,-48,996,476,1653,0,0,5120,2880
86044.73999999999,265,-287,996,476,1885,0,0,5120,2880
86100.14,-359,-637,996,476,1205,0,0,5120,2880
86147.26,-1769,-927,996,476,261,0,0,5120,2880
86194.04,-1405,199,996,476,986,0,0,5120,2880
86239.23999999999,-1921,-596,996,476,406,0,0,5120,2880
86284.73999999999,-825,-1201,996,476,845,0,0,5120,2880
86329.34,-1048,-1070,996,476,586,0,0,5120,2880
86375.81999999999,-476,134,996,476,1412,0,0,5120,2880
86421.3,694,-625,996,476,2255,0,0,5120,2880
86466.7,-1482,-720,996,476,92,0,1,5120,2880
86514.54,-1709,-484,996,476,329,1,0,5120,2880
86560.98,192,-709,996,476,1749,1,0,5120,2880
86606.34,295,-532,996,476,1867,1,0,5120,2880
86656.06,45,-609,996,476,1609,1,0,5120,2880
86706.08,-2820,727,996,476,1963,1,0,5120,2880
86757,-1457,-803,996,476,102,1,1,5120,2880
86801.48,466,-603,996,476,2029,2,0,5120,2880
86844.62,-905,-172,996,476,888,2,0,5120,2880
86887.64,-651,588,996,476,1636,2,0,5120,2880
86930.37999999999,-1440,350,996,476,1131,2,0,5120,2880
86977.86,-1047,758,996,476,1616,2,0,5120,2880
87022.3,576,-512,996,476,2148,2,0,5120,2880
87066.86,1488,-22,996,476,3135,2,0,5120,2880
87112.72,939,-689,996,476,2496,2,0,5120,2880
87163,619,-566,996,476,2185,2,0,5120,2880
87214.92,-157,-112,996,476,1548,2,0,5120,2880
87259.18,-158,-490,996,476,1426,2,0,5120,2880
87305.72,-935,-1218,996,476,762,2,0,5120,2880
87353.3,-542,-841,996,476,1016,2,0,5120,2880
87402.16,-1660,1128,996,476,1906,2,0,5120,2880
87458.87999999999,2160,-692,996,476,3716,2,0,5120,2880
87504.51999999999,-98,-568,996,476,1472,2,0,5120,2880
87550.51999999999,370,-392,996,476,1963,2,0,5120,2880
87599.84,3404,701,996,476,5175,2,0,5120,2880
87648.66,-513,-1113,996,476,1096,2,0,5120,2880
87703.78,239,301,996,476,2093,2,0,5120,2880
87751.84,1799,-201,996,476,3403,2,0,5120,2880
87805.08,-1731,-899,996,476,213,2,0,5120,2880
87850.14,-1440,187,996,476,969,2,0,5120,2880
87897.44,-2927,-486,996,476,1401,2,0,5120,2880
87953.56,-5000,2295,996,476,4614,2,0,5120,2880
88008.5,-830,-1944,996,476,1375,2,0,5120,2880
88055.78,-1677,-1714,996,476,945,2,0,5120,2880
88104.64,-516,-1162,996,476,1109,2,0,5120,2880
88159.16,-820,2581,996,476,3436,2,0,5120,2880
88203.84,73,2332,996,476,3509,2,0,5120,2880
88249.78,-991,120,996,476,1059,2,0,5120,2880
88296.36,-713,2516,996,476,3398,2,0,5120,2880
88343.12,-274,823,996,476,2049,2,0,5120,2880
88392.87999999999,-2801,1915,996,476,2965,2,0,5120,2880
88438.18,288,1038,996,476,2586,2,0,5120,2880
88480.9,-1215,723,996,476,1537,2,0,5120,2880
88525.06,-676,-160,996,476,1074,2,0,5120,2880
88568.51999999999,835,-658,996,476,2393,2,0,5120,2880
88624.4,-2268,-767,996,476,712,2,0,5120,2880
88673.28,-2937,528,996,476,1899,2,0,5120,2880
88722.37999999999,-3593,603,996,476,2459,2,0,5120,2880
88765.23999999999,898,-152,996,476,2532,2,0,5120,2880
88810.8,-1793,-2143,996,476,1387,2,0,5120,2880
88869.86,-505,-2227,996,476,1791,2,0,5120,2880
88912.73999999999,-739,-158,996,476,1024,2,0,5120,2880
88956.98,-1648,391,996,476,1170,2,0,5120,2880
89001.22,-494,492,996,476,1653,2,0,5120,2880
89044.06,-16,-1082,996,476,1570,2,0,5120,2880
89090.14,-1946,-899,996,476,408,2,0,5120,2880
89139.44,54,-429,996,476,1646,2,0,5120,2880
89185.16,-164,-980,996,476,1406,2,0,5120,2880
89231.16,-2886,-741,996,476,1330,2,0,5120,2880
89279.44,1291,-255,996,476,2894,2,0,5120,2880
89328.3,573,-748,996,476,2129,2,0,5120,2880
89377.16,836,-389,996,476,2423,2,0,5120,2880
89422.37999999999,-169,-183,996,476,1508,2,0,5120,2880
89480.56,627,-354,996,476,2223,2,0,5120,2880
89530.98,-664,-458,996,476,946,2,0,5120,2880
89581.45999999999,85,-190,996,476,1742,2,0,5120,2880
89628.28,239,-399,996,476,1834,2,0,5120,2880
89677.08,-602,103,996,476,1297,2,0,5120,2880
89724.2,321,-191,996,476,1966,2,0,5120,2880
89769.8,-618,-158,996,476,1123,2,0,5120,2880
89816.54,-200,-481,996,476,1387,2,0,5120,2880
89867.56,-461,-440,996,476,1145,2,0,5120,2880
89949.9,-499,732,996,476,1841,2,0,5120,2880
90021.31999999999,-1059,529,996,476,1396,2,0,5120,2880
90069.16,611,889,996,476,2732,2,0,5120,2880
90122.64,-1355,246,996,476,1041,2,0,5120,2880
90175.08,1873,165,996,476,3555,2,0,5120,2880
90225.5,869,-290,996,476,2473,2,0,5120,2880
90278.81999999999,1089,442,996,476,2911,2,0,5120,2880
90329.94,-1302,-1176,996,476,473,2,0,5120,2880
90380.08,-332,-1041,996,476,1252,2,0,5120,2880
90438.23999999999,-1228,514,996,476,1331,2,0,5120,2880
90490.56,212,-320,996,476,1825,2,0,5120,2880
90541.94,-26,499,996,476,1991,2,0,5120,2880
90599.92,-965,-164,996,476,850,2,0,5120,2880
90655.3,-1347,248,996,476,1045,2,0,5120,2880
90713.81999999999,-885,633,996,476,1560,2,0,5120,2880
90768.31999999999,-695,-296,996,476,985,2,0,5120,2880
90819.26,-2636,93,996,476,1386,2,0,5120,2880
90870.72,-1149,208,996,476,1064,2,0,5120,2880
90930.36,-667,-109,996,476,1111,2,0,5120,2880
90987.23999999999,329,-81,996,476,2009,2,0,5120,2880
91050.87999999999,-487,499,996,476,1663,2,0,5120,2880
91104.16,170,-156,996,476,1833,2,0,5120,2880
91154.87999999999,-315,647,996,476,1888,2,0,5120,2880
91206.98,843,241,996,476,2605,2,0,5120,2880
91297.36,-798,720,996,476,1677,2,0,5120,2880
91353.68,-770,-55,996,476,1066,2,0,5120,2880
91412.09999999999,-206,-567,996,476,1366,2,0,5120,2880
91473.44,-1054,501,996,476,1372,2,0,5120,2880
91530.06,-2850,772,996,476,2017,2,0,5120,2880
91593.94,-4378,2611,996,476,4408,2,0,5120,2880
