time,x,y,cx,cy,dist,c,screen_width,screen_height
59945.45999999999,-439,-347.5,678,451,720,20,1536,864
59994.58,-509,-388.5,678,451,800.6528586097722,20,1536,864
60037.3,-725,14.5,678,451,864.8375570013134,20,1536,864
60081.45999999999,-836,-27.5,678,451,979.4248312147288,20,1536,864
60126.59999999999,-960,-221.5,678,451,1138.878834643967,20,1536,864
60168.5,-283,-39.5,678,451,437.92236754931804,20,1536,864
60212.72,-1179,-175.5,678,451,1341.4380343497048,20,1536,864
60257.03999999999,-557,268.5,678,451,717.9777155316173,20,1536,864
60313.08,-620,-1.5,678,451,761.8694113822919,20,1536,864
60363.28,-5,86.5,678,451,142.01408380861386,20,1536,864
60414.78,-549,-10.5,678,451,692.5467493245492,20,1536,864
60468.86,-341,49.5,678,451,479.27966783497084,20,1536,864
60526.479999999996,-94,107.5,678,451,232.14219780126146,20,1536,864
60585.3,236,-38.5,678,451,157.8923684032892,20,1536,864
60632.95999999999,61,145.5,678,451,97.45255255764212,20,1536,864
60684.44,-159,122.5,678,451,298.4292210893565,20,1536,864
60754.06,-387,264.5,678,451,554.0541489782385,20,1536,864
60836.22,-465,214.5,678,451,615.8766110187981,19,1536,864
60913.880000000005,705,454.5,678,451,677.881995630508,19,1536,864
60963.28,68,-303.5,678,451,394.08755372378863,19,1536,864
61039.740000000005,-285,346.5,678,451,496.7172233776477,18,1536,864
61124.14,-31,-102.5,678,451,251.38217916153087,18,1536,864
61166.119999999995,-309,481.5,678,451,597.0971445250764,18,1536,864
61244.119999999995,-29,-61.5,678,451,221.0701246211256,17,1536,864
61333.64,-206,196.5,678,451,360.8226711280764,17,1536,864
61402.240000000005,503,113.5,678,451,367.14710948065493,16,1536,864
61455.95999999999,-437,-57.5,678,451,591.3036445008605,16,1536,864
61495.520000000004,226,-210.5,678,451,308.1330881291394,16,1536,864
61564.44,127,19.5,678,451,65.76473218982953,15,1536,864
61631.31999999999,170,-320.5,678,451,406.34222030205035,15,1536,864
61674.81999999999,-63,69.5,678,451,200.5617112013158,15,1536,864
61748.2,-170,25.5,678,451,312.61797773000836,14,1536,864
61864.53999999999,79,95.5,678,451,59.033888572581766,14,1536,864
61905,-593,561.5,678,451,872.0258023705492,14,1536,864
61973.44,-538,117.5,678,451,675.8061852336067,13,1536,864
62015.92,-329,226.5,678,451,487.15500613254505,13,1536,864
62058.44,21,203.5,678,451,166.1836333698358,13,1536,864
62108.45999999999,-269,-29.5,678,451,421.70131609944025,13,1536,864
62190.67999999999,-57,157.5,678,451,207.28000385951367,12,1536,864
62240.479999999996,-209,64.5,678,451,346.5775526487542,12,1536,864
62294.399999999994,-290,120.5,678,451,428.51487722131657,12,1536,864
62383.240000000005,79,16.5,678,451,89.37561188601732,11,1536,864
62432.81999999999,-73,-4.5,678,451,228.08112591795052,11,1536,864
62485.84,-97,204.5,678,451,262.9752840097335,11,1536,864
62545.08,-14,58.5,678,451,153.22206107476822,11,1536,864
62629.31999999999,-26,-16.5,678,451,191.75505208468434,10,1536,864
62715.36,819,-364.5,678,451,816.532301871763,10,1536,864
62796.7,-113,195.5,678,451,273.53427573157995,9,1536,864
62851.34,-44,324.5,678,451,300.60106453570654,9,1536,864
62891.03999999999,-95,309.5,678,451,323.1857051294194,9,1536,864
62966.759999999995,-306,-174.5,678,451,513.156896085398,8,1536,864
63013.31999999999,-12,137.5,678,451,158.14550262337528,8,1536,864
63058.08,15,219.5,678,451,181.95878654244757,8,1536,864
63100,-76,-58.5,678,451,256.55019002136794,8,1536,864
63181.5,-205,-7.5,678,451,354.1581567605072,7,1536,864
63229.31999999999,-64,45.5,678,451,204.74862636901864,7,1536,864
63271.92,-117,19.5,678,451,262.1850491542186,7,1536,864
63357.09999999999,-218,261.5,678,451,396.6787113017284,6,1536,864
63405.84,166,122.5,678,451,47.80167361086848,6,1536,864
63452.78,-95,-77.5,678,451,282.9628950940388,6,1536,864
63534.240000000005,129,11.5,678,451,73.43704787094863,5,1536,864
63580.22,-86,-16.5,678,451,244.80604567698077,5,1536,864
63626.66,95,-161.5,678,451,249.55961211702507,5,1536,864
63671.58,23,236.5,678,451,190,5,1536,864
63752.53999999999,-529,152.5,678,451,669.4624709421731,4,1536,864
63801.979999999996,-236,207.5,678,451,392.75692228145385,4,1536,864
63853.03999999999,83,118.5,678,451,63.812224534175265,4,1536,864
63937.92,64,7.5,678,451,106.10372283760829,3,1536,864
63985.92,-278,105.5,678,451,415.5309856075717,3,1536,864
64039.31999999999,-328,206.5,678,451,480.73797436857427,3,1536,864
64089.31999999999,-327,155.5,678,451,469.40068172085137,3,1536,864
64168.08,-6,220.5,678,451,197.3448757885545,2,1536,864
64219.72,-235,-7.5,678,451,383.20751558391964,2,1536,864
64264.45999999999,156,266.5,678,451,182.98907071188705,2,1536,864
64307.66,6,-74.5,678,451,206.01456259206532,2,1536,864
64397.119999999995,7,-86.5,678,451,214.80456233516085,1,1536,864
64507.34,-67,-104.5,678,451,278.09530740377477,1,1536,864
64548.64,139,310.5,678,451,226.00884938426637,1,1536,864
