time,x,y,cx,cy,dist,c,screen_width,screen_height
61684.08000000001,-2414,-205,2527,1978,2563.997269889342,20,5120,2880
61729.94000000001,-668,-1000,2527,1978,1841.880832193006,20,5120,2880
61777.6,-2246,-862,2527,1978,2730.3085906175515,20,5120,2880
61822.4,516,-1763,2527,1978,2547.116408804278,20,5120,2880
61868.4,-1674,-68,2527,1978,1830.201355042663,20,5120,2880
61911.060000000005,-1597,104,2527,1978,1690.5821482554463,20,5120,2880
61955.340000000004,-1610,-819,2527,1978,2213.424947903136,20,5120,2880
62246.68,-1796,873,2527,1978,1777.0903184700546,20,5120,2880
62295.4,-979,190,2527,1978,1094.2632224469578,20,5120,2880
62348.200000000004,3302,1222,2527,1978,3363.7694629685907,20,5120,2880
62394.04,64,38,2527,1978,693.7326574408905,20,5120,2880
62440.80000000001,3323,795,2527,1978,3348.7109460208717,20,5120,2880
62518.46,2373,-1736,2527,1978,3436.83691786503,19,5120,2880
62561.86000000001,3917,-1926,2527,1978,4751.049147293679,19,5120,2880
62609.4,1262,-3609,2527,1978,4522.012162743484,19,5120,2880
62654.62,902,-1583,2527,1978,2488.1338388438835,19,5120,2880
62723.74,336,1477,2527,1978,833.2598634279705,18,5120,2880
62774.200000000004,241,311,2527,1978,492.93102965830826,18,5120,2880
62823.280000000006,-2702,-142,2527,1978,2814.205571737786,18,5120,2880
62867.72000000001,-293,446,2527,1978,387.5874094962322,18,5120,2880
62943.86000000001,-7999,-1280,2527,1978,8222.451702503335,17,5120,2880
62995.46,-5973,1835,2527,1978,6050.502871662818,17,5120,2880
63037.46,-1643,-108,2527,1978,1820.2966791157974,17,5120,2880
63083.16000000001,-4954,-3121,2527,1978,6252.555477562754,17,5120,2880
63166.74,-1884,-1613,2527,1978,2987.775426634338,16,5120,2880
63211.62,-794,-47,2527,1978,1090.3623251011566,16,5120,2880
63253.420000000006,-3245,-846,2527,1978,3583.236525824105,16,5120,2880
63316.82,-7658,-563,2527,1978,7741.072923051429,16,5120,2880
63394.58000000001,-27,-1304,2527,1978,2030.0009852214357,15,5120,2880
63464.80000000001,601,1145,2527,1978,753.2841429367805,15,5120,2880
63513.94000000001,-1088,1892,2527,1978,1577.8228671178524,15,5120,2880
63594.98,-1280,-313,2527,1978,1629.2777540984225,14,5120,2880
63672.22000000001,-731,1181,2527,1978,839.9172578296032,14,5120,2880
63724.12,-5242,413,2527,1978,5226.380965830945,14,5120,2880
63816.52,-223,266,2527,1978,500.80335462135236,13,5120,2880
63907.96,-1008,1339,2527,1978,1158.4722698450748,13,5120,2880
64000.50000000001,765,703,2527,1978,790.334739208647,12,5120,2880
64092.4,-3673,-445,2527,1978,3831.3372339171606,12,5120,2880
64155.200000000004,-2017,-307,2527,1978,2243.9146596963087,12,5120,2880
64489.18,-1120,-679,2527,1978,1781.305700883484,11,5120,2880
64561.02,4307,509,2527,1978,4337.431613293747,11,5120,2880
64610.86000000001,1035,-114,2527,1978,1352.479205015737,11,5120,2880
64708.62,-50,-68,2527,1978,794.3934793287266,10,5120,2880
64808.50000000001,2028,1142,2527,1978,2094.7231320630417,10,5120,2880
64888.1,611,1736,2527,1978,1193.5644096570575,9,5120,2880
64940.66000000001,30,426,2527,1978,305,9,5120,2880
64990.22000000001,1517,-1229,2527,1978,2489.9375494176556,9,5120,2880
65068.780000000006,-1477,524,2527,1978,1465.983628830827,8,5120,2880
65124.00000000001,-525,1105,2527,1978,627.4081606099812,8,5120,2880
65182.74,43,105,2527,1978,624.7119336142059,8,5120,2880
65274.38,-1059,561,2527,1978,1047.082136224279,7,5120,2880
65340.00000000001,-5082,-1482,2527,1978,5518.0171257436305,7,5120,2880
65396.96,-2865,438,2527,1978,2854.5654660560863,7,5120,2880
65492.30000000001,895,451,2527,1978,960.2213286529309,6,5120,2880
65535.700000000004,-41,205,2527,1978,521.245623482826,6,5120,2880
65580.06,-74,756,2527,1978,57.4543296888929,6,5120,2880
65655.76,-44,737,2527,1978,21.95449840010015,5,5120,2880
65703.45999999999,-589,517,2527,1978,601.4790104400984,5,5120,2880
65745.31999999999,-544,-111,2527,1978,984.8502424226741,5,5120,2880
65819.66,-150,1087,2527,1978,382.0287947262614,4,5120,2880
65864.58,-1186,1046,2527,1978,1204.29273849841,4,5120,2880
65912.42,-705,2151,2527,1978,1578.931600798464,4,5120,2880
65988.51999999999,306,1602,2527,1978,936.4491443746425,3,5120,2880
66036.7,3597,-870,2527,1978,3958.0424454520444,3,5120,2880
66081.14,-67,2736,2527,1978,2010.438758082424,3,5120,2880
66154.64,-2026,1413,2527,1978,2115.6488366456283,2,5120,2880
66201.22,-3477,3375,2527,1978,4351.264758665002,2,5120,2880
66245.98,-2614,45,2527,1978,2677.065931201546,2,5120,2880
66320.98,-1671,178,2527,1978,1734.8256396537377,1,5120,2880
66612.09999999999,1959,-1869,2527,1978,3266.5396063724684,1,5120,2880
66675.68,177,472,2527,1978,324.530430006186,1,5120,2880
