time,x,y,cx,cy,dist,c,screen_width,screen_height
51385.86,788,-175,996,1978,2511.202301687381,20,5120,2880
51432.68,-2649,-577,996,1978,1700.722787522999,20,5120,2880
51488.920000000006,-2113,-899,996,1978,1717.810816126153,20,5120,2880
51531.16,718,170,996,1978,2340.9852626618563,20,5120,2880
51578.26,1460,-252,996,1978,3170.605620382327,20,5120,2880
51640.340000000004,1217,-1124,996,1978,3333.471013823279,20,5120,2880
51681.340000000004,1624,-798,996,1978,3526.3261335276406,20,5120,2880
51731.76,378,-1397,996,1978,2871.843484593128,20,5120,2880
51802.780000000006,2010,-1240,996,1978,4072.040274849943,20,5120,2880
51845.68,-63,-1308,996,1978,2523.133963942462,20,5120,2880
51888.4,702,-653,996,1978,2645.7900521394363,20,5120,2880
51966.86,1481,128,996,1978,3095.3146851329993,20,5120,2880
52007.72,-1032,-388,996,1978,1231.0856996976288,20,5120,2880
52048.4,-1271,-733,996,1978,1486.5752587743414,20,5120,2880
52134.66,1233,234,996,1978,2832.063735158515,20,5120,2880
52176.740000000005,-2553,-1100,996,1978,2080.4530756544355,20,5120,2880
52249.94,-1357,900,996,1978,264.3425807545958,19,5120,2880
52300.560000000005,-3774,-999,996,1978,2809.83077782275,19,5120,2880
52345.600000000006,-2080,-136,996,1978,1008.7715301295929,19,5120,2880
52420.32,-2458,201,996,1978,1043.6613435401352,18,5120,2880
52481.54,-131,534,996,1978,1437.8765593749695,18,5120,2880
52527.32,-2901,-429,996,1978,1772.864913071495,18,5120,2880
52600.82,1498,1338,996,1978,3114.716680534523,17,5120,2880
52710.44,-2692,-1477,996,1978,2478.649834083064,17,5120,2880
52752.98,-1472,-960,996,1978,1688.0912297621833,17,5120,2880
52826.18,244,-93,996,1978,1977.5644110875378,16,5120,2880
52872.66,-1959,121,996,1978,726.9346600623745,16,5120,2880
52921.96000000001,-707,732,996,1978,849.021201148711,16,5120,2880
52967.46000000001,-816,-1237,996,1978,2097.848659937127,16,5120,2880
53042.32,-2014,-1240,996,1978,2018.6431086251973,15,5120,2880
53098.94,-591,-1093,996,1978,2059.1226286940755,15,5120,2880
53147.060000000005,1191,-35,996,1978,2850.4613661651338,15,5120,2880
53226.66,-828,1088,996,1978,813.0362845531557,14,5120,2880
53274.700000000004,-847,1385,996,1978,967.9679746768485,14,5120,2880
53321.08,-167,-710,996,1978,1997.8530977026314,14,5120,2880
53367.4,440,666,996,1978,1996.901599979328,14,5120,2880
53461.020000000004,-2361,312,996,1978,905.2187580911036,13,5120,2880
53511.560000000005,-838,313,996,1978,828.3073101210686,13,5120,2880
53560.66,579,1132,996,1978,2173.2604537882708,13,5120,2880
53643.600000000006,760,8,996,1978,2424.743285380949,12,5120,2880
53689.600000000006,-288,548,996,1978,1280.4327393502558,12,5120,2880
53742.5,-5,293,996,1978,1610.3074240653552,12,5120,2880
53827.5,404,1105,996,1978,1996.306840142567,11,5120,2880
53872.46000000001,-3875,-3621,996,1978,4926.882381384804,11,5120,2880
53916.62,-4943,-5725,996,1978,7286.09428980987,11,5120,2880
53995.62,357,1240,996,1978,1980.8495652118563,10,5120,2880
54040.340000000004,-4639,3259,996,1978,3990.1100235457166,10,5120,2880
54083.340000000004,-4544,3325,996,1978,3960.169819591074,10,5120,2880
54126.020000000004,-6097,1104,996,1978,4556.705498493402,10,5120,2880
54202.94,-2410,21,996,1978,1107.4028174065659,9,5120,2880
54248.600000000006,-4632,575,996,1978,3079.7040442224315,9,5120,2880
54290.280000000006,-5300,-3699,996,1978,5796.392067484739,9,5120,2880
54335.700000000004,-3804,900,996,1978,2254.723929885874,9,5120,2880
54409.26,-1557,-1605,996,1978,2331.0002145002045,8,5120,2880
54455.18,-1848,-63,996,1978,841.2995899202614,8,5120,2880
54499.32000000001,-764,1692,996,1978,1249.1677229259487,8,5120,2880
54542.16,-9431,-10142,996,1978,13421.216375574906,8,5120,2880
54619.240000000005,1312,-2113,996,1978,4035.5105005438904,7,5120,2880
54666.26,2361,1928,996,1978,4097.27873106041,7,5120,2880
54709.96000000001,1399,3608,996,1978,4127.705052447425,7,5120,2880
54785.200000000004,-535,-396,996,1978,1517.0118654776568,6,5120,2880
54831.12,887,3099,996,1978,3405.78595921705,6,5120,2880
54876.340000000004,1213,7624,996,1978,7433.018565831785,6,5120,2880
54923.66,1157,3535,996,1978,3905.23366778481,6,5120,2880
55003.8,-2928,5605,996,1978,5068.236872917445,5,5120,2880
55061.94,-7392,-9753,996,1978,11994.512787103942,5,5120,2880
55381.700000000004,1650,-4717,996,1978,6317.015513674159,4,5120,2880
55439.3,865,-2178,996,1978,3780.801105585958,4,5120,2880
55484.58,-126,-2643,996,1978,3659.9263653795006,4,5120,2880
55556.08,-3236,-153,996,1978,1896.0593345146137,3,5120,2880
55599.420000000006,-2949,-2207,996,1978,3246.989066812514,3,5120,2880
55639.98,496,1050,996,1978,2077.4214786605053,3,5120,2880
55690.96000000001,-4469,-932,996,1978,3351.7954889879543,3,5120,2880
55764.200000000004,-9090,-6933,996,1978,10743.436926793958,2,5120,2880
55807.82000000001,-5126,832,996,1978,3571.5733227808723,2,5120,2880
55849.560000000005,-3218,1182,996,1978,1723.421016466957,2,5120,2880
55892.700000000004,-8135,-7411,996,1978,10463.938551042815,2,5120,2880
55980.600000000006,-3012,3422,996,1978,3064.041775172134,1,5120,2880
56025.9,-352,1995,996,1978,1749.2789943288062,1,5120,2880
56068.840000000004,1562,4695,996,1978,5047.265101022533,1,5120,2880
