time,x,y,vx,vy,dist,c,valid,screen_width,screen_height
57546.56500002602,-195,-256,812,540,656,0,0,1536,864
57600.23500001989,-147,-125,812,540,536,0,0,1536,864
57628.67000000551,-175,-93,812,540,541,0,0,1536,864
57663.615000026766,-195,-137,812,540,582,0,0,1536,864
57686.13500002539,-187,-141,812,540,578,0,0,1536,864
57709.975000005215,-475,-254,812,540,882,0,0,1536,864
57733.73500001617,-475,-254,812,540,882,0,0,1536,864
57757.24000000628,-255,-87,812,540,609,0,0,1536,864
57781.58499998972,-286,-91,812,540,638,0,0,1536,864
57804.875000030734,-188,-174,812,540,598,0,0,1536,864
57831.385000026785,-199,-233,812,540,643,0,0,1536,864
57856.91500001121,87,26,812,540,258,0,0,1536,864
57879.89500002004,113,105,812,540,194,0,1,1536,864
57905.67499998724,133,97,812,540,180,1,1,1536,864
57931.97999999393,70,-54,812,540,325,2,0,1536,864
57955.20500000566,70,-54,812,540,325,2,0,1536,864
57978.349999990314,197,161,812,540,95,2,1,1536,864
58004.39999997616,-109,-54,812,540,465,3,0,1536,864
58027.455000032205,-173,-89,812,540,538,3,0,1536,864
58050.96500000218,73,182,812,540,216,3,0,1536,864
58075.130000011995,141,-70,812,540,296,3,0,1536,864
58099.050000018906,141,-70,812,540,296,3,0,1536,864
58122.50499997754,289,1,812,540,186,3,1,1536,864
58147.74500002386,332,44,812,540,149,4,1,1536,864
58172.55999997724,153,53,812,540,190,5,1,1536,864
58196.90500001889,153,53,812,540,190,6,1,1536,864
58222.469999978784,356,29,812,540,171,7,1,1536,864
58246.64000002667,-62,164,812,540,351,8,0,1536,864
58283.72499998659,179,-24,812,540,237,8,0,1536,864
58314.870000001974,119,-32,812,540,277,8,0,1536,864
58338.44500000123,397,200,812,540,108,8,1,1536,864
58362.3399999924,372,91,812,540,126,9,1,1536,864
58388.65999999689,275,-80,812,540,267,10,0,1536,864
58412.650000012945,172,-97,812,540,307,10,0,1536,864
58435.9950000071,18,-79,812,540,379,10,0,1536,864
58460.750000027474,378,182,812,540,89,10,1,1536,864
58485.57499999879,396,12,812,540,205,11,0,1536,864
58508.949999988545,91,-81,812,540,333,11,0,1536,864
58537.85500000231,49,-162,812,540,423,11,0,1536,864
58578.78999999957,239,4,812,540,189,11,1,1536,864
58605.180000013206,356,-14,812,540,211,12,0,1536,864
58630.825000000186,356,-14,812,540,211,12,0,1536,864
58655.27500002645,272,96,812,540,92,12,1,1536,864
58679.40500000259,378,196,812,540,89,13,1,1536,864
58704.67499998631,37,-318,812,540,564,14,0,1536,864
58728.174999996554,260,128,812,540,65,14,1,1536,864
58752.860000007786,67,-128,812,540,385,15,0,1536,864
58776.880000019446,-42,-195,812,540,505,15,0,1536,864
58800.28000002494,149,-263,812,540,471,15,0,1536,864
58824.79500002228,59,-335,812,540,570,15,0,1536,864
58869.19499997748,193,-88,812,540,291,15,0,1536,864
58893.935000000056,367,5,812,540,198,15,1,1536,864
58918.82000002079,367,5,812,540,198,16,1,1536,864
58945.55499998387,39,-85,812,540,369,17,0,1536,864
58970.49999999581,28,-47,812,540,350,17,0,1536,864
58992.765000031795,58,-57,812,540,336,17,0,1536,864
59016.2550000241,121,120,812,540,180,17,1,1536,864
59041.1750000203,219,148,812,540,80,18,1,1536,864
59065.119999984745,188,85,812,540,143,19,1,1536,864
59090.380000008736,136,132,812,540,162,20,1,1536,864
