time,x,y,vx,vy,dist,c,valid,screen_width,screen_height
59487.644999986514,-160,27,184,116,318,0,0,1536,864
59511.89999998314,-160,27,184,116,318,0,0,1536,864
59535.6749999919,11,-4,184,116,420,0,0,1536,864
59558.45000001136,123,-102,184,116,481,0,0,1536,864
59582.51999999629,-34,-106,184,116,331,0,0,1536,864
59629.24000003841,-34,-106,184,116,331,0,0,1536,864
59655.49000003375,16,-83,184,116,386,0,0,1536,864
59687.254999997094,104,28,184,116,516,0,0,1536,864
59711.11000003293,-193,-115,184,116,190,0,1,1536,864
59734.204999986105,-193,-115,184,116,190,1,1,1536,864
59758.874999999534,-191,-99,184,116,202,2,0,1536,864
59785.03999998793,-239,-73,184,116,192,2,1,1536,864
59808.57500003185,-170,-61,184,116,244,3,0,1536,864
59831.485000031535,-247,42,184,116,293,3,0,1536,864
59857.93500003638,-100,-90,184,116,280,3,0,1536,864
59881.23500003712,-100,-90,184,116,280,3,0,1536,864
59903.855000040494,-212,-188,184,116,136,3,1,1536,864
59929.73999999231,-103,-180,184,116,242,4,0,1536,864
59956.059999996796,-298,-82,184,116,160,4,1,1536,864
59981.12000001129,-298,-82,184,116,160,5,1,1536,864
60005.910000007134,-308,-114,184,116,126,6,1,1536,864
60030.03999998327,-225,5,184,116,267,7,0,1536,864
60055.61999999918,-370,-237,184,116,31,7,1,1536,864
60080.65000001807,-318,-171,184,116,69,8,1,1536,864
60104.540000029374,-270,-136,184,116,122,9,1,1536,864
60128.960000001825,-245,-116,184,116,153,10,1,1536,864
60161.200000031386,-393,-1,184,116,242,11,0,1536,864
60183.680000016466,-262,-90,184,116,165,11,1,1536,864
60208.075000031386,-325,-32,184,116,205,12,0,1536,864
60231.88500001561,-325,-32,184,116,205,12,0,1536,864
60254.584999987856,-273,-162,184,116,99,12,1,1536,864
60278.24000001419,-198,7,184,116,281,13,0,1536,864
60303.48500004038,-257,30,184,116,279,13,0,1536,864
60326.07499998994,-257,30,184,116,279,13,0,1536,864
60356.15499998676,-246,-157,184,116,122,13,1,1536,864
60382.199999992736,-246,-157,184,116,122,14,1,1536,864
60405.945000005886,-289,7,184,116,249,15,0,1536,864
60428.8200000301,-292,-26,184,116,216,15,0,1536,864
60452.65500003006,-370,-56,184,116,183,15,1,1536,864
60477.66000003321,-370,-56,184,116,183,16,1,1536,864
60501.45000003977,-246,80,184,116,330,17,0,1536,864
60526.5800000052,-170,-53,184,116,249,17,0,1536,864
60550.12000002898,-330,-110,184,116,127,17,1,1536,864
60574.55000001937,-231,32,184,116,289,18,0,1536,864
60609.75000000326,-231,32,184,116,289,18,0,1536,864
60657.55000000354,-310,16,184,116,254,18,0,1536,864
60681.83499999577,-311,17,184,116,255,18,0,1536,864
60707.660000014585,-236,-100,184,116,171,18,1,1536,864
60734.845000028145,-236,-100,184,116,171,19,1,1536,864
60760.765000013635,-417,-29,184,116,222,20,0,1536,864
60785.985000024084,-289,-6,184,116,236,20,0,1536,864
60809.07000001753,-129,-90,184,116,256,20,0,1536,864
60832.07499998389,-73,-156,184,116,278,20,0,1536,864
60857.480000006035,-328,-342,184,116,105,20,1,1536,864
