time,x,y,vx,vy,dist,c,valid,screen_width,screen_height
62764.74000001326,-20,-132,812,116,326,0,0,1536,864
62823.265000013635,59,37,812,116,357,0,0,1536,864
62867.23500001244,-18,-180,812,116,312,0,0,1536,864
62910.045000026,-79,-9,812,116,432,0,0,1536,864
62938.78000002587,-22,-263,812,116,312,0,0,1536,864
62963.60999997705,96,-188,812,116,199,0,1,1536,864
62988.23000001721,151,-43,812,116,238,1,0,1536,864
63012.98499997938,241,-269,812,116,57,1,1,1536,864
63039.32999999961,277,-153,812,116,84,2,1,1536,864
63065.77500002459,133,-380,812,116,211,3,0,1536,864
63092.42000000086,216,-252,812,116,74,3,1,1536,864
63117.13999998756,22,-356,812,116,292,4,0,1536,864
63139.67000000412,174,-263,812,116,117,4,1,1536,864
63165.28999997536,231,-278,812,116,71,5,1,1536,864
63189.78000001516,150,-377,812,116,197,6,1,1536,864
63220.770000014454,334,-320,812,116,94,7,1,1536,864
63246.51000002632,35,-370,812,116,286,8,0,1536,864
63269.650000031106,62,-219,812,116,227,8,0,1536,864
63293.83500001859,75,-217,812,116,214,8,0,1536,864
63321.82000001194,156,-214,812,116,134,8,1,1536,864
63346.33000002941,253,-204,812,116,48,9,1,1536,864
63370.25999999605,105,-227,812,116,184,10,1,1536,864
63395.07000002777,105,-227,812,116,184,11,1,1536,864
63420.14499998186,205,-325,812,116,121,12,1,1536,864
63444.74499998614,90,-252,812,116,199,13,1,1536,864
63469.66000000248,105,-450,812,116,281,14,0,1536,864
63493.814999994356,151,-310,812,116,156,14,1,1536,864
63523.94500002265,218,-162,812,116,103,15,1,1536,864
63553.43999998877,312,-380,812,116,144,16,1,1536,864
63577.15000002645,-11,-421,812,116,351,17,0,1536,864
63601.40500002308,231,-430,812,116,201,17,0,1536,864
63625.545000017155,85,-443,812,116,289,17,0,1536,864
63648.51000002818,219,-380,812,116,159,17,1,1536,864
63672.00999998022,100,-448,812,116,283,18,0,1536,864
63696.43000001088,228,-353,812,116,131,18,1,1536,864
63720.52999999141,228,-353,812,116,131,19,1,1536,864
63763.62500002142,145,-367,812,116,194,20,1,1536,864
