time,x,y,vx,vy,dist,c,valid,screen_width,screen_height
59669.880000001285,-117,-161,184,116,234,0,0,1536,864
59694.0600000089,-117,-161,184,116,234,0,0,1536,864
59718.270000012126,-250,-68,184,116,191,0,1,1536,864
59743.18500002846,-24,37,184,116,417,1,0,1536,864
59766.33499999298,-24,37,184,116,417,1,0,1536,864
59790.60499998741,68,28,184,116,485,1,0,1536,864
59822.199999995064,68,28,184,116,485,1,0,1536,864
59845.29999998631,-57,63,184,116,411,1,0,1536,864
59869.42000000272,87,-7,184,116,484,1,0,1536,864
59892.37499999581,134,117,184,116,590,1,0,1536,864
59917.11999999825,-281,-297,184,116,83,1,1,1536,864
59943.960000004154,-149,-78,184,116,247,2,0,1536,864
59967.14500000235,-202,-56,184,116,227,2,0,1536,864
59991.81500001578,-291,-108,184,116,137,2,1,1536,864
60016.81000000099,-213,-43,184,116,231,3,0,1536,864
60040.00999999698,-437,-522,184,116,301,3,0,1536,864
60063.25000000652,-437,-522,184,116,301,3,0,1536,864
60088.21999997599,-197,-246,184,116,142,3,1,1536,864
60111.54000001261,-347,-198,184,116,39,4,1,1536,864
60135.569999984,-114,-227,184,116,225,5,0,1536,864
60160.785000014585,-143,-278,184,116,200,5,0,1536,864
60183.75999998534,-121,-321,184,116,233,5,0,1536,864
60206.34999999311,-301,-203,184,116,50,5,1,1536,864
60237.59500001324,-212,-345,184,116,166,6,1,1536,864
60262.57000002079,-325,-296,184,116,60,7,1,1536,864
60286.54499998083,-373,-295,184,116,67,8,1,1536,864
60311.455000017304,-296,-167,184,116,82,9,1,1536,864
60335.62000002712,-296,-167,184,116,82,10,1,1536,864
60359.9600000307,-221,-401,184,116,202,11,0,1536,864
60383.45999998273,-308,-210,184,116,41,11,1,1536,864
60407.27500000503,-107,-198,184,116,235,12,0,1536,864
60430.70500000613,-287,-337,184,116,112,12,1,1536,864
60455.78000001842,-264,-126,184,116,133,13,1,1536,864
60479.830000025686,-70,-44,184,116,331,14,0,1536,864
60503.25499998871,-102,-86,184,116,281,14,0,1536,864
60527.705000014976,-219,-352,184,116,166,14,1,1536,864
60551.42500001239,-411,-356,184,116,139,15,1,1536,864
60575.12500003213,-308,-345,184,116,112,16,1,1536,864
60600.79499997664,-235,-262,184,116,106,17,1,1536,864
60624.420000007376,-235,-262,184,116,106,18,1,1536,864
60647.92000001762,-281,-480,184,116,249,19,0,1536,864
60671.744999999646,-205,-383,184,116,198,19,1,1536,864
60695.92999998713,-299,-149,184,116,96,20,1,1536,864
