time,x,y,vx,vy,dist,c,valid,screen_width,screen_height
61258.399999991525,46,-80,498,328,89,0,1,1536,864
61284.96499999892,84,154,498,328,209,1,0,1536,864
61308.63500002306,32,72,498,328,112,1,1,1536,864
61333.40000000317,50,41,498,328,99,2,1,1536,864
61358.645000029355,20,-39,498,328,47,3,1,1536,864
61383.0050000106,208,225,498,328,341,4,0,1536,864
61406.844999990426,208,225,498,328,341,4,0,1536,864
61431.08499998925,131,21,498,328,162,4,1,1536,864
61455.19000000786,131,21,498,328,162,5,1,1536,864
61479.21000001952,116,18,498,328,147,6,1,1536,864
61505.08999999147,-174,-76,498,328,157,7,1,1536,864
61528.51000003284,-20,-152,498,328,127,8,1,1536,864
61552.42999998154,-126,18,498,328,109,9,1,1536,864
61577.91500003077,-186,-37,498,328,161,10,1,1536,864
61621.480000030715,-246,-71,498,328,225,11,0,1536,864
61651.00499999244,-181,-49,498,328,157,11,1,1536,864
61694.11500002025,-3,57,498,328,84,12,1,1536,864
61718.76999997767,-52,39,498,328,69,13,1,1536,864
61742.13500000769,-52,39,498,328,69,14,1,1536,864
61766.28500001971,-333,-39,498,328,308,15,0,1536,864
61788.72000001138,-313,-65,498,328,290,15,0,1536,864
61811.56499998178,-215,3,498,328,192,15,1,1536,864
61836.36499999557,-293,11,498,328,270,16,0,1536,864
61860.44000001857,-167,-29,498,328,142,16,1,1536,864
61884.309999994,-355,56,498,328,339,17,0,1536,864
61915.45500000939,-355,56,498,328,339,17,0,1536,864
61938.43500001822,-235,12,498,328,213,17,0,1536,864
61962.15999999549,-78,-79,498,328,75,17,1,1536,864
61987.86500003189,-345,37,498,328,325,18,0,1536,864
62012.92000000831,-224,72,498,328,221,18,0,1536,864
62037.54500002833,-224,72,498,328,221,18,0,1536,864
62062.48000002233,-225,46,498,328,212,18,0,1536,864
62085.940000019036,-225,46,498,328,212,18,0,1536,864
62108.82500000298,-110,0,498,328,88,18,1,1536,864
62134.81999997748,-165,185,498,328,252,19,0,1536,864
62157.51500002807,-84,202,498,328,234,19,0,1536,864
62180.57999998564,-141,91,498,328,164,19,1,1536,864
62206.319999997504,-165,-131,498,328,175,20,1,1536,864
