time,x,y,vx,vy,dist,c,valid,screen_width,screen_height
58027.839999995194,-40,-122,812,116,348,0,0,1536,864
58052.235000010114,-3,-148,812,116,305,0,0,1536,864
58076.06500003021,-3,-148,812,116,305,0,0,1536,864
58100.97000002861,-61,-237,812,116,350,0,0,1536,864
58124.00000001071,-48,-202,812,116,338,0,0,1536,864
58147.54500001436,-26,-141,812,116,329,0,0,1536,864
58172.02500003623,-66,-94,812,116,382,0,0,1536,864
58195.249999989755,-4,-73,812,116,335,0,0,1536,864
58218.53000001283,70,-95,812,116,261,0,0,1536,864
58243.699999991804,9,-133,812,116,298,0,0,1536,864
58267.18500000425,85,-200,812,116,207,0,0,1536,864
58290.59500002768,228,-26,812,116,219,0,0,1536,864
58315.45500003267,115,-172,812,116,185,0,1,1536,864
58355.655000021216,278,-148,812,116,89,1,1,1536,864
58381.24499999685,330,-141,812,116,104,2,1,1536,864
58414.29500002414,148,-197,812,116,146,3,1,1536,864
58437.670000013895,229,-193,812,116,74,4,1,1536,864
58461.45500004059,314,-110,812,116,129,5,1,1536,864
58486.169999989215,319,-132,812,116,109,6,1,1536,864
58510.110000032,214,-222,812,116,76,7,1,1536,864
58533.620000001974,277,-121,812,116,116,8,1,1536,864
58558.13499999931,351,-263,812,116,67,9,1,1536,864
58582.79000001494,351,-263,812,116,67,10,1,1536,864
58606.09499999555,236,-243,812,116,53,11,1,1536,864
58630.63000002876,236,-243,812,116,53,12,1,1536,864
58654.504999984056,167,-14,812,116,254,13,0,1536,864
58677.94500000309,153,-156,812,116,158,13,1,1536,864
58703.25000002049,126,-63,812,116,238,14,0,1536,864
58726.08500003116,126,-63,812,116,238,14,0,1536,864
58749.43999998504,213,-330,812,116,120,14,1,1536,864
58774.25499999663,185,-238,812,116,104,15,1,1536,864
58798.74500003643,171,-92,812,116,186,16,1,1536,864
58822.97000003746,171,-92,812,116,186,17,1,1536,864
58848.434999992605,112,-143,812,116,200,18,0,1536,864
58870.790000015404,139,-168,812,116,165,18,1,1536,864
58896.134999988135,229,-171,812,116,89,19,1,1536,864
58923.43999998411,229,-171,812,116,89,20,1,1536,864
