time,x,y,cx,cy,dist,c,screen_width,screen_height
28344.19000003254,-360,-165,498,540,485.93106506993354,20,1536,864
28367.039999982808,-252,-44,498,540,323.86725675807367,20,1536,864
28385.60000003781,-252,-44,498,540,323.86725675807367,20,1536,864
28402.530000021216,-333,-315,498,540,588.9550067704663,20,1536,864
28435.95000001369,-333,-315,498,540,588.9550067704663,20,1536,864
28458.444999996573,-286,-203,498,540,469.2771036392038,20,1536,864
28484.014999994542,-399,-92,498,540,466.601543075031,20,1536,864
28502.080000005662,-286,-203,498,540,469.2771036392038,20,1536,864
28521.669999987353,-388,-172,498,540,510.5389309347525,20,1536,864
28539.165000023786,-197,-324,498,540,539.1706594391056,20,1536,864
28558.840000012424,-197,-324,498,540,539.1706594391056,20,1536,864
28578.595000028145,-391,-169,498,540,510.5800622821067,20,1536,864
28595.78999999212,-391,-169,498,540,510.5800622821067,20,1536,864
28612.3399999924,-176,-270,498,540,481.3003220443552,20,1536,864
28630.260000005364,-44,-241,498,540,428.4215214015281,20,1536,864
28647.174999990966,-424,-135,498,540,512.7231221624396,20,1536,864
28663.425000035204,-164,-237,498,540,446.202868659537,20,1536,864
28681.150000018533,-164,-237,498,540,446.202868659537,20,1536,864
28697.400000004563,-257,-300,498,540,539.4376701714481,20,1536,864
28714.740000024904,-316,-215,498,540,496.2710952695109,20,1536,864
28732.010000036098,-336,191,498,540,311.02572240893517,20,1536,864
28748.26000002213,-113,76,498,540,141.65097952361643,20,1536,864
28764.380000007804,-92,-239,498,540,431.2365939945264,20,1536,864
28781.844999990426,-92,-239,498,540,431.2365939945264,20,1536,864
28798.775000032037,-107,50,498,540,159.66527487215245,20,1536,864
28815.460000012536,-344,54,498,540,345.61539317570913,20,1536,864
28833.48999998998,-317,-39,498,540,369.2424677633926,20,1536,864
28850.375000038184,-174,-2,498,540,240.66989840858787,20,1536,864
28867.390000028536,-164,-6,498,540,237.84448700779257,20,1536,864
