time,x,y,vx,vy,dist,c,valid,screen_width,screen_height
63236.30500002764,-91,-59,812,540,452,0,0,1536,864
63260.92000002973,-57,-90,812,540,443,0,0,1536,864
63285.79500003252,-119,11,812,540,444,0,0,1536,864
63309.914999990724,-174,66,812,540,478,0,0,1536,864
63333.46500003245,-181,127,812,540,473,0,0,1536,864
63359.05999998795,-42,56,812,540,355,0,0,1536,864
63399.875000002794,-105,54,812,540,415,0,0,1536,864
63425.8700000355,67,151,812,540,224,0,0,1536,864
63461.08500001719,-39,78,812,540,345,0,0,1536,864
63484.445000009146,211,163,812,540,81,0,1,1536,864
63508.6350000347,186,134,812,540,115,1,1,1536,864
63534.25000002608,107,2,812,540,259,2,0,1536,864
63559.28500002483,229,-49,812,540,243,2,0,1536,864
63582.685000030324,133,95,812,540,181,2,1,1536,864
63608.305000001565,301,135,812,540,53,3,1,1536,864
63633.75000003725,232,98,812,540,105,4,1,1536,864
63658.22500002105,232,98,812,540,105,5,1,1536,864
63684.130000008736,195,87,812,540,137,6,1,1536,864
63709.10500001628,333,87,812,540,109,7,1,1536,864
63736.96499998914,333,87,812,540,109,8,1,1536,864
63762.99000001745,312,-115,812,540,302,9,0,1536,864
63788.274999998976,288,37,812,540,150,9,1,1536,864
63814.43500000751,321,178,812,540,33,10,1,1536,864
63840.655000007246,224,135,812,540,83,11,1,1536,864
63864.6450000233,266,145,812,540,47,12,1,1536,864
63889.08500003163,240,64,812,540,132,13,1,1536,864
63915.615000005346,327,48,812,540,144,14,1,1536,864
63940.30000001658,330,92,812,540,103,15,1,1536,864
63964.98500002781,297,46,812,540,141,16,1,1536,864
63991.26500001876,275,117,812,540,71,17,1,1536,864
64015.28500003042,391,-25,812,540,235,18,0,1536,864
64038.624999986496,347,-35,812,540,229,18,0,1536,864
64063.93499998376,323,-36,812,540,225,18,0,1536,864
64088.0350000225,323,-36,812,540,225,18,0,1536,864
64111.135000013746,176,110,812,540,136,18,1,1536,864
64139.59000003524,284,142,812,540,45,19,1,1536,864
64165.03000003286,244,187,812,540,45,20,1,1536,864
