time,x,y,tx,ty,status,image_1,image_2,left_stim,right_stim,screen_width,screen_height
240912.13000001153,147,-142,-1,-1,fixation_onset,https://dl.dropbox.com/s/n6unw7avsz382yk/scrambled_scratchie_2.gif?dl=0,https://dl.dropbox.com/s/e9q4xc3rne604q1/scrambled_chalkboard.jpeg?dl=0,gambling,gambling_matched,1536,864
240953.4350000322,147,-142,-1,-1,fixation_onset,https://dl.dropbox.com/s/n6unw7avsz382yk/scrambled_scratchie_2.gif?dl=0,https://dl.dropbox.com/s/e9q4xc3rne604q1/scrambled_chalkboard.jpeg?dl=0,gambling,gambling_matched,1536,864
240985.32000003615,214,125,-1,-1,fixation_onset,https://dl.dropbox.com/s/n6unw7avsz382yk/scrambled_scratchie_2.gif?dl=0,https://dl.dropbox.com/s/e9q4xc3rne604q1/scrambled_chalkboard.jpeg?dl=0,gambling,gambling_matched,1536,864
241018.1450000382,16,143,-1,-1,fixation_onset,https://dl.dropbox.com/s/n6unw7avsz382yk/scrambled_scratchie_2.gif?dl=0,https://dl.dropbox.com/s/e9q4xc3rne604q1/scrambled_chalkboard.jpeg?dl=0,gambling,gambling_matched,1536,864
241041.78500000853,84,251,-1,-1,fixation_onset,https://dl.dropbox.com/s/n6unw7avsz382yk/scrambled_scratchie_2.gif?dl=0,https://dl.dropbox.com/s/e9q4xc3rne604q1/scrambled_chalkboard.jpeg?dl=0,gambling,gambling_matched,1536,864
241064.9899999844,102,70,-1,-1,fixation_onset,https://dl.dropbox.com/s/n6unw7avsz382yk/scrambled_scratchie_2.gif?dl=0,https://dl.dropbox.com/s/e9q4xc3rne604q1/scrambled_chalkboard.jpeg?dl=0,gambling,gambling_matched,1536,864
241095.7500000368,117,44,-1,-1,fixation_onset,https://dl.dropbox.com/s/n6unw7avsz382yk/scrambled_scratchie_2.gif?dl=0,https://dl.dropbox.com/s/e9q4xc3rne604q1/scrambled_chalkboard.jpeg?dl=0,gambling,gambling_matched,1536,864
241120.7750000176,87,62,-1,-1,fixation_onset,https://dl.dropbox.com/s/n6unw7avsz382yk/scrambled_scratchie_2.gif?dl=0,https://dl.dropbox.com/s/e9q4xc3rne604q1/scrambled_chalkboard.jpeg?dl=0,gambling,gambling_matched,1536,864
241144.10500001395,87,62,-1,-1,fixation_onset,https://dl.dropbox.com/s/n6unw7avsz382yk/scrambled_scratchie_2.gif?dl=0,https://dl.dropbox.com/s/e9q4xc3rne604q1/scrambled_chalkboard.jpeg?dl=0,gambling,gambling_matched,1536,864
241168.41500002192,46,-58,-1,-1,fixation_onset,https://dl.dropbox.com/s/n6unw7avsz382yk/scrambled_scratchie_2.gif?dl=0,https://dl.dropbox.com/s/e9q4xc3rne604q1/scrambled_chalkboard.jpeg?dl=0,gambling,gambling_matched,1536,864
